,state,district,category,type,date,crimes
8997,Sabah,Sandakan,property,theft_other,2021,249
8998,Sabah,Sandakan,property,theft_other,2022,283
8999,Sabah,Sandakan,property,theft_other,2023,258
9000,Sabah,Sandakan,property,theft_vehicle_lorry,2016,15
9001,Sabah,Sandakan,property,theft_vehicle_lorry,2017,9
9002,Sabah,Sandakan,property,theft_vehicle_lorry,2018,6
9003,Sabah,Sandakan,property,theft_vehicle_lorry,2019,6
9004,Sabah,Sandakan,property,theft_vehicle_lorry,2020,3
9005,Sabah,Sandakan,property,theft_vehicle_lorry,2021,4
9006,Sabah,Sandakan,property,theft_vehicle_lorry,2022,6
9007,Sabah,Sandakan,property,theft_vehicle_lorry,2023,2
9008,Sabah,Sandakan,property,theft_vehicle_motorcar,2016,26
9009,Sabah,Sandakan,property,theft_vehicle_motorcar,2017,27
9010,Sabah,Sandakan,property,theft_vehicle_motorcar,2018,21
9011,Sabah,Sandakan,property,theft_vehicle_motorcar,2019,16
9012,Sabah,Sandakan,property,theft_vehicle_motorcar,2020,15
9013,Sabah,Sandakan,property,theft_vehicle_motorcar,2021,10
9014,Sabah,Sandakan,property,theft_vehicle_motorcar,2022,19
9015,Sabah,Sandakan,property,theft_vehicle_motorcar,2023,10
9016,Sabah,Sandakan,property,theft_vehicle_motorcycle,2016,79
9017,Sabah,Sandakan,property,theft_vehicle_motorcycle,2017,67
9018,Sabah,Sandakan,property,theft_vehicle_motorcycle,2018,32
9019,Sabah,Sandakan,property,theft_vehicle_motorcycle,2019,20
9020,Sabah,Sandakan,property,theft_vehicle_motorcycle,2020,15
9021,Sabah,Sandakan,property,theft_vehicle_motorcycle,2021,24
9022,Sabah,Sandakan,property,theft_vehicle_motorcycle,2022,34
9023,Sabah,Sandakan,property,theft_vehicle_motorcycle,2023,16
9024,Sabah,Semporna,assault,causing_injury,2016,13
9025,Sabah,Semporna,assault,causing_injury,2017,21
9026,Sabah,Semporna,assault,causing_injury,2018,15
9027,Sabah,Semporna,assault,causing_injury,2019,21
9028,Sabah,Semporna,assault,causing_injury,2020,15
9029,Sabah,Semporna,assault,causing_injury,2021,13
9030,Sabah,Semporna,assault,causing_injury,2022,15
9031,Sabah,Semporna,assault,causing_injury,2023,11
9032,Sabah,Semporna,assault,murder,2016,1
9033,Sabah,Semporna,assault,murder,2017,1
9034,Sabah,Semporna,assault,murder,2018,6
9035,Sabah,Semporna,assault,murder,2019,4
9036,Sabah,Semporna,assault,murder,2020,1
9037,Sabah,Semporna,assault,murder,2021,2
9038,Sabah,Semporna,assault,murder,2022,2
9039,Sabah,Semporna,assault,murder,2023,2
9040,Sabah,Semporna,assault,rape,2016,6
9041,Sabah,Semporna,assault,rape,2017,10
9042,Sabah,Semporna,assault,rape,2018,8
9043,Sabah,Semporna,assault,rape,2019,7
9044,Sabah,Semporna,assault,rape,2020,8
9045,Sabah,Semporna,assault,rape,2021,8
9046,Sabah,Semporna,assault,rape,2022,12
9047,Sabah,Semporna,assault,rape,2023,11
9048,Sabah,Semporna,assault,robbery_gang_armed,2016,0
9049,Sabah,Semporna,assault,robbery_gang_armed,2017,0
9050,Sabah,Semporna,assault,robbery_gang_armed,2018,0
9051,Sabah,Semporna,assault,robbery_gang_armed,2019,1
9052,Sabah,Semporna,assault,robbery_gang_armed,2020,0
9053,Sabah,Semporna,assault,robbery_gang_armed,2021,0
9054,Sabah,Semporna,assault,robbery_gang_armed,2022,0
9055,Sabah,Semporna,assault,robbery_gang_armed,2023,0
9056,Sabah,Semporna,assault,robbery_gang_unarmed,2016,6
9057,Sabah,Semporna,assault,robbery_gang_unarmed,2017,1
9058,Sabah,Semporna,assault,robbery_gang_unarmed,2018,2
9059,Sabah,Semporna,assault,robbery_gang_unarmed,2019,5
9060,Sabah,Semporna,assault,robbery_gang_unarmed,2020,1
9061,Sabah,Semporna,assault,robbery_gang_unarmed,2021,4
9062,Sabah,Semporna,assault,robbery_gang_unarmed,2022,7
9063,Sabah,Semporna,assault,robbery_gang_unarmed,2023,3
9064,Sabah,Semporna,assault,robbery_solo_armed,2016,0
9065,Sabah,Semporna,assault,robbery_solo_armed,2017,0
9066,Sabah,Semporna,assault,robbery_solo_armed,2018,0
9067,Sabah,Semporna,assault,robbery_solo_armed,2019,0
9068,Sabah,Semporna,assault,robbery_solo_armed,2020,0
9069,Sabah,Semporna,assault,robbery_solo_armed,2021,0
9070,Sabah,Semporna,assault,robbery_solo_armed,2022,0
9071,Sabah,Semporna,assault,robbery_solo_armed,2023,0
9072,Sabah,Semporna,assault,robbery_solo_unarmed,2016,1
9073,Sabah,Semporna,assault,robbery_solo_unarmed,2017,5
9074,Sabah,Semporna,assault,robbery_solo_unarmed,2018,0
9075,Sabah,Semporna,assault,robbery_solo_unarmed,2019,1
9076,Sabah,Semporna,assault,robbery_solo_unarmed,2020,3
9077,Sabah,Semporna,assault,robbery_solo_unarmed,2021,7
9078,Sabah,Semporna,assault,robbery_solo_unarmed,2022,0
9079,Sabah,Semporna,assault,robbery_solo_unarmed,2023,9
9080,Sabah,Semporna,property,break_in,2016,53
9081,Sabah,Semporna,property,break_in,2017,91
9082,Sabah,Semporna,property,break_in,2018,101
9083,Sabah,Semporna,property,break_in,2019,94
9084,Sabah,Semporna,property,break_in,2020,65
9085,Sabah,Semporna,property,break_in,2021,88
9086,Sabah,Semporna,property,break_in,2022,45
9087,Sabah,Semporna,property,break_in,2023,72
9088,Sabah,Semporna,property,theft_other,2016,118
9089,Sabah,Semporna,property,theft_other,2017,193
9090,Sabah,Semporna,property,theft_other,2018,246
9091,Sabah,Semporna,property,theft_other,2019,193
9092,Sabah,Semporna,property,theft_other,2020,136
9093,Sabah,Semporna,property,theft_other,2021,128
9094,Sabah,Semporna,property,theft_other,2022,77
9095,Sabah,Semporna,property,theft_other,2023,94
9096,Sabah,Semporna,property,theft_vehicle_lorry,2016,0
9097,Sabah,Semporna,property,theft_vehicle_lorry,2017,0
9098,Sabah,Semporna,property,theft_vehicle_lorry,2018,1
9099,Sabah,Semporna,property,theft_vehicle_lorry,2019,1
9100,Sabah,Semporna,property,theft_vehicle_lorry,2020,0
9101,Sabah,Semporna,property,theft_vehicle_lorry,2021,0
9102,Sabah,Semporna,property,theft_vehicle_lorry,2022,0
9103,Sabah,Semporna,property,theft_vehicle_lorry,2023,0
9104,Sabah,Semporna,property,theft_vehicle_motorcar,2016,10
9105,Sabah,Semporna,property,theft_vehicle_motorcar,2017,11
9106,Sabah,Semporna,property,theft_vehicle_motorcar,2018,11
9107,Sabah,Semporna,property,theft_vehicle_motorcar,2019,7
9108,Sabah,Semporna,property,theft_vehicle_motorcar,2020,3
9109,Sabah,Semporna,property,theft_vehicle_motorcar,2021,7
9110,Sabah,Semporna,property,theft_vehicle_motorcar,2022,3
9111,Sabah,Semporna,property,theft_vehicle_motorcar,2023,6
9112,Sabah,Semporna,property,theft_vehicle_motorcycle,2016,27
9113,Sabah,Semporna,property,theft_vehicle_motorcycle,2017,26
9114,Sabah,Semporna,property,theft_vehicle_motorcycle,2018,19
9115,Sabah,Semporna,property,theft_vehicle_motorcycle,2019,17
9116,Sabah,Semporna,property,theft_vehicle_motorcycle,2020,10
9117,Sabah,Semporna,property,theft_vehicle_motorcycle,2021,12
9118,Sabah,Semporna,property,theft_vehicle_motorcycle,2022,8
9119,Sabah,Semporna,property,theft_vehicle_motorcycle,2023,12
9120,Sabah,Sipitang,assault,causing_injury,2016,8
9121,Sabah,Sipitang,assault,causing_injury,2017,1
9122,Sabah,Sipitang,assault,causing_injury,2018,5
9123,Sabah,Sipitang,assault,causing_injury,2019,2
9124,Sabah,Sipitang,assault,causing_injury,2020,1
9125,Sabah,Sipitang,assault,causing_injury,2021,1
9126,Sabah,Sipitang,assault,causing_injury,2022,2
9127,Sabah,Sipitang,assault,causing_injury,2023,1
9128,Sabah,Sipitang,assault,murder,2016,1
9129,Sabah,Sipitang,assault,murder,2017,1
9130,Sabah,Sipitang,assault,murder,2018,0
9131,Sabah,Sipitang,assault,murder,2019,0
9132,Sabah,Sipitang,assault,murder,2020,0
9133,Sabah,Sipitang,assault,murder,2021,0
9134,Sabah,Sipitang,assault,murder,2022,0
9135,Sabah,Sipitang,assault,murder,2023,0
9136,Sabah,Sipitang,assault,rape,2016,6
9137,Sabah,Sipitang,assault,rape,2017,4
9138,Sabah,Sipitang,assault,rape,2018,3
9139,Sabah,Sipitang,assault,rape,2019,5
9140,Sabah,Sipitang,assault,rape,2020,2
9141,Sabah,Sipitang,assault,rape,2021,1
9142,Sabah,Sipitang,assault,rape,2022,1
9143,Sabah,Sipitang,assault,rape,2023,3
9144,Sabah,Sipitang,assault,robbery_gang_armed,2016,0
9145,Sabah,Sipitang,assault,robbery_gang_armed,2017,0
9146,Sabah,Sipitang,assault,robbery_gang_armed,2018,0
9147,Sabah,Sipitang,assault,robbery_gang_armed,2019,0
9148,Sabah,Sipitang,assault,robbery_gang_armed,2020,0
9149,Sabah,Sipitang,assault,robbery_gang_armed,2021,0
9150,Sabah,Sipitang,assault,robbery_gang_armed,2022,0
9151,Sabah,Sipitang,assault,robbery_gang_armed,2023,0
9152,Sabah,Sipitang,assault,robbery_gang_unarmed,2016,0
9153,Sabah,Sipitang,assault,robbery_gang_unarmed,2017,0
9154,Sabah,Sipitang,assault,robbery_gang_unarmed,2018,0
9155,Sabah,Sipitang,assault,robbery_gang_unarmed,2019,0
9156,Sabah,Sipitang,assault,robbery_gang_unarmed,2020,1
9157,Sabah,Sipitang,assault,robbery_gang_unarmed,2021,0
9158,Sabah,Sipitang,assault,robbery_gang_unarmed,2022,0
9159,Sabah,Sipitang,assault,robbery_gang_unarmed,2023,0
9160,Sabah,Sipitang,assault,robbery_solo_armed,2016,0
9161,Sabah,Sipitang,assault,robbery_solo_armed,2017,0
9162,Sabah,Sipitang,assault,robbery_solo_armed,2018,0
9163,Sabah,Sipitang,assault,robbery_solo_armed,2019,0
9164,Sabah,Sipitang,assault,robbery_solo_armed,2020,0
9165,Sabah,Sipitang,assault,robbery_solo_armed,2021,0
9166,Sabah,Sipitang,assault,robbery_solo_armed,2022,0
9167,Sabah,Sipitang,assault,robbery_solo_armed,2023,0
9168,Sabah,Sipitang,assault,robbery_solo_unarmed,2016,1
9169,Sabah,Sipitang,assault,robbery_solo_unarmed,2017,0
9170,Sabah,Sipitang,assault,robbery_solo_unarmed,2018,0
9171,Sabah,Sipitang,assault,robbery_solo_unarmed,2019,0
9172,Sabah,Sipitang,assault,robbery_solo_unarmed,2020,0
9173,Sabah,Sipitang,assault,robbery_solo_unarmed,2021,0
9174,Sabah,Sipitang,assault,robbery_solo_unarmed,2022,2
9175,Sabah,Sipitang,assault,robbery_solo_unarmed,2023,0
9176,Sabah,Sipitang,property,break_in,2016,47
9177,Sabah,Sipitang,property,break_in,2017,26
9178,Sabah,Sipitang,property,break_in,2018,35
9179,Sabah,Sipitang,property,break_in,2019,30
9180,Sabah,Sipitang,property,break_in,2020,13
9181,Sabah,Sipitang,property,break_in,2021,25
9182,Sabah,Sipitang,property,break_in,2022,4
9183,Sabah,Sipitang,property,break_in,2023,7
9184,Sabah,Sipitang,property,theft_other,2016,32
9185,Sabah,Sipitang,property,theft_other,2017,52
9186,Sabah,Sipitang,property,theft_other,2018,52
9187,Sabah,Sipitang,property,theft_other,2019,52
9188,Sabah,Sipitang,property,theft_other,2020,13
9189,Sabah,Sipitang,property,theft_other,2021,22
9190,Sabah,Sipitang,property,theft_other,2022,19
9191,Sabah,Sipitang,property,theft_other,2023,10
9192,Sabah,Sipitang,property,theft_vehicle_lorry,2016,0
9193,Sabah,Sipitang,property,theft_vehicle_lorry,2017,2
9194,Sabah,Sipitang,property,theft_vehicle_lorry,2018,0
9195,Sabah,Sipitang,property,theft_vehicle_lorry,2019,0
9196,Sabah,Sipitang,property,theft_vehicle_lorry,2020,0
9197,Sabah,Sipitang,property,theft_vehicle_lorry,2021,1
9198,Sabah,Sipitang,property,theft_vehicle_lorry,2022,0
9199,Sabah,Sipitang,property,theft_vehicle_lorry,2023,0
9200,Sabah,Sipitang,property,theft_vehicle_motorcar,2016,3
9201,Sabah,Sipitang,property,theft_vehicle_motorcar,2017,5
9202,Sabah,Sipitang,property,theft_vehicle_motorcar,2018,2
9203,Sabah,Sipitang,property,theft_vehicle_motorcar,2019,0
9204,Sabah,Sipitang,property,theft_vehicle_motorcar,2020,0
9205,Sabah,Sipitang,property,theft_vehicle_motorcar,2021,0
9206,Sabah,Sipitang,property,theft_vehicle_motorcar,2022,0
9207,Sabah,Sipitang,property,theft_vehicle_motorcar,2023,0
9208,Sabah,Sipitang,property,theft_vehicle_motorcycle,2016,20
9209,Sabah,Sipitang,property,theft_vehicle_motorcycle,2017,11
9210,Sabah,Sipitang,property,theft_vehicle_motorcycle,2018,2
9211,Sabah,Sipitang,property,theft_vehicle_motorcycle,2019,10
9212,Sabah,Sipitang,property,theft_vehicle_motorcycle,2020,14
9213,Sabah,Sipitang,property,theft_vehicle_motorcycle,2021,4
9214,Sabah,Sipitang,property,theft_vehicle_motorcycle,2022,3
9215,Sabah,Sipitang,property,theft_vehicle_motorcycle,2023,1
9216,Sabah,Tawau,assault,causing_injury,2016,27
9217,Sabah,Tawau,assault,causing_injury,2017,23
9218,Sabah,Tawau,assault,causing_injury,2018,8
9219,Sabah,Tawau,assault,causing_injury,2019,10
9220,Sabah,Tawau,assault,causing_injury,2020,12
9221,Sabah,Tawau,assault,causing_injury,2021,10
9222,Sabah,Tawau,assault,causing_injury,2022,23
9223,Sabah,Tawau,assault,causing_injury,2023,27
9224,Sabah,Tawau,assault,murder,2016,6
9225,Sabah,Tawau,assault,murder,2017,9
9226,Sabah,Tawau,assault,murder,2018,2
9227,Sabah,Tawau,assault,murder,2019,4
9228,Sabah,Tawau,assault,murder,2020,2
9229,Sabah,Tawau,assault,murder,2021,2
9230,Sabah,Tawau,assault,murder,2022,2
9231,Sabah,Tawau,assault,murder,2023,3
9232,Sabah,Tawau,assault,rape,2016,17
9233,Sabah,Tawau,assault,rape,2017,21
9234,Sabah,Tawau,assault,rape,2018,6
9235,Sabah,Tawau,assault,rape,2019,14
9236,Sabah,Tawau,assault,rape,2020,7
9237,Sabah,Tawau,assault,rape,2021,9
9238,Sabah,Tawau,assault,rape,2022,15
9239,Sabah,Tawau,assault,rape,2023,23
9240,Sabah,Tawau,assault,robbery_gang_armed,2016,0
9241,Sabah,Tawau,assault,robbery_gang_armed,2017,0
9242,Sabah,Tawau,assault,robbery_gang_armed,2018,0
9243,Sabah,Tawau,assault,robbery_gang_armed,2019,0
9244,Sabah,Tawau,assault,robbery_gang_armed,2020,0
9245,Sabah,Tawau,assault,robbery_gang_armed,2021,0
9246,Sabah,Tawau,assault,robbery_gang_armed,2022,0
9247,Sabah,Tawau,assault,robbery_gang_armed,2023,0
9248,Sabah,Tawau,assault,robbery_gang_unarmed,2016,24
9249,Sabah,Tawau,assault,robbery_gang_unarmed,2017,29
9250,Sabah,Tawau,assault,robbery_gang_unarmed,2018,5
9251,Sabah,Tawau,assault,robbery_gang_unarmed,2019,6
9252,Sabah,Tawau,assault,robbery_gang_unarmed,2020,16
9253,Sabah,Tawau,assault,robbery_gang_unarmed,2021,7
9254,Sabah,Tawau,assault,robbery_gang_unarmed,2022,12
9255,Sabah,Tawau,assault,robbery_gang_unarmed,2023,10
9256,Sabah,Tawau,assault,robbery_solo_armed,2016,0
9257,Sabah,Tawau,assault,robbery_solo_armed,2017,0
9258,Sabah,Tawau,assault,robbery_solo_armed,2018,0
9259,Sabah,Tawau,assault,robbery_solo_armed,2019,0
9260,Sabah,Tawau,assault,robbery_solo_armed,2020,0
9261,Sabah,Tawau,assault,robbery_solo_armed,2021,0
9262,Sabah,Tawau,assault,robbery_solo_armed,2022,0
9263,Sabah,Tawau,assault,robbery_solo_armed,2023,0
9264,Sabah,Tawau,assault,robbery_solo_unarmed,2016,11
9265,Sabah,Tawau,assault,robbery_solo_unarmed,2017,15
9266,Sabah,Tawau,assault,robbery_solo_unarmed,2018,8
9267,Sabah,Tawau,assault,robbery_solo_unarmed,2019,16
9268,Sabah,Tawau,assault,robbery_solo_unarmed,2020,6
9269,Sabah,Tawau,assault,robbery_solo_unarmed,2021,10
9270,Sabah,Tawau,assault,robbery_solo_unarmed,2022,15
9271,Sabah,Tawau,assault,robbery_solo_unarmed,2023,12
9272,Sabah,Tawau,property,break_in,2016,371
9273,Sabah,Tawau,property,break_in,2017,328
9274,Sabah,Tawau,property,break_in,2018,280
9275,Sabah,Tawau,property,break_in,2019,295
9276,Sabah,Tawau,property,break_in,2020,219
9277,Sabah,Tawau,property,break_in,2021,136
9278,Sabah,Tawau,property,break_in,2022,263
9279,Sabah,Tawau,property,break_in,2023,288
9280,Sabah,Tawau,property,theft_other,2016,337
9281,Sabah,Tawau,property,theft_other,2017,436
9282,Sabah,Tawau,property,theft_other,2018,508
9283,Sabah,Tawau,property,theft_other,2019,469
9284,Sabah,Tawau,property,theft_other,2020,112
9285,Sabah,Tawau,property,theft_other,2021,125
9286,Sabah,Tawau,property,theft_other,2022,344
9287,Sabah,Tawau,property,theft_other,2023,382
9288,Sabah,Tawau,property,theft_vehicle_lorry,2016,13
9289,Sabah,Tawau,property,theft_vehicle_lorry,2017,14
9290,Sabah,Tawau,property,theft_vehicle_lorry,2018,1
9291,Sabah,Tawau,property,theft_vehicle_lorry,2019,3
9292,Sabah,Tawau,property,theft_vehicle_lorry,2020,5
9293,Sabah,Tawau,property,theft_vehicle_lorry,2021,5
9294,Sabah,Tawau,property,theft_vehicle_lorry,2022,4
9295,Sabah,Tawau,property,theft_vehicle_lorry,2023,5
9296,Sabah,Tawau,property,theft_vehicle_motorcar,2016,43
9297,Sabah,Tawau,property,theft_vehicle_motorcar,2017,39
9298,Sabah,Tawau,property,theft_vehicle_motorcar,2018,25
9299,Sabah,Tawau,property,theft_vehicle_motorcar,2019,21
9300,Sabah,Tawau,property,theft_vehicle_motorcar,2020,7
9301,Sabah,Tawau,property,theft_vehicle_motorcar,2021,7
9302,Sabah,Tawau,property,theft_vehicle_motorcar,2022,7
9303,Sabah,Tawau,property,theft_vehicle_motorcar,2023,4
9304,Sabah,Tawau,property,theft_vehicle_motorcycle,2016,132
9305,Sabah,Tawau,property,theft_vehicle_motorcycle,2017,93
9306,Sabah,Tawau,property,theft_vehicle_motorcycle,2018,57
9307,Sabah,Tawau,property,theft_vehicle_motorcycle,2019,52
9308,Sabah,Tawau,property,theft_vehicle_motorcycle,2020,46
9309,Sabah,Tawau,property,theft_vehicle_motorcycle,2021,42
9310,Sabah,Tawau,property,theft_vehicle_motorcycle,2022,72
9311,Sabah,Tawau,property,theft_vehicle_motorcycle,2023,41
9312,Sabah,Tenom,assault,causing_injury,2016,2
9313,Sabah,Tenom,assault,causing_injury,2017,4
9314,Sabah,Tenom,assault,causing_injury,2018,4
9315,Sabah,Tenom,assault,causing_injury,2019,3
9316,Sabah,Tenom,assault,causing_injury,2020,1
9317,Sabah,Tenom,assault,causing_injury,2021,4
9318,Sabah,Tenom,assault,causing_injury,2022,4
9319,Sabah,Tenom,assault,causing_injury,2023,6
9320,Sabah,Tenom,assault,murder,2016,0
9321,Sabah,Tenom,assault,murder,2017,0
9322,Sabah,Tenom,assault,murder,2018,2
9323,Sabah,Tenom,assault,murder,2019,0
9324,Sabah,Tenom,assault,murder,2020,1
9325,Sabah,Tenom,assault,murder,2021,0
9326,Sabah,Tenom,assault,murder,2022,0
9327,Sabah,Tenom,assault,murder,2023,0
9328,Sabah,Tenom,assault,rape,2016,9
9329,Sabah,Tenom,assault,rape,2017,7
9330,Sabah,Tenom,assault,rape,2018,8
9331,Sabah,Tenom,assault,rape,2019,5
9332,Sabah,Tenom,assault,rape,2020,2
9333,Sabah,Tenom,assault,rape,2021,2
9334,Sabah,Tenom,assault,rape,2022,1
9335,Sabah,Tenom,assault,rape,2023,9
9336,Sabah,Tenom,assault,robbery_gang_armed,2016,0
9337,Sabah,Tenom,assault,robbery_gang_armed,2017,0
9338,Sabah,Tenom,assault,robbery_gang_armed,2018,0
9339,Sabah,Tenom,assault,robbery_gang_armed,2019,0
9340,Sabah,Tenom,assault,robbery_gang_armed,2020,0
9341,Sabah,Tenom,assault,robbery_gang_armed,2021,0
9342,Sabah,Tenom,assault,robbery_gang_armed,2022,0
9343,Sabah,Tenom,assault,robbery_gang_armed,2023,0
9344,Sabah,Tenom,assault,robbery_gang_unarmed,2016,0
9345,Sabah,Tenom,assault,robbery_gang_unarmed,2017,0
9346,Sabah,Tenom,assault,robbery_gang_unarmed,2018,0
9347,Sabah,Tenom,assault,robbery_gang_unarmed,2019,0
9348,Sabah,Tenom,assault,robbery_gang_unarmed,2020,0
9349,Sabah,Tenom,assault,robbery_gang_unarmed,2021,0
9350,Sabah,Tenom,assault,robbery_gang_unarmed,2022,0
9351,Sabah,Tenom,assault,robbery_gang_unarmed,2023,2
9352,Sabah,Tenom,assault,robbery_solo_armed,2016,0
9353,Sabah,Tenom,assault,robbery_solo_armed,2017,0
9354,Sabah,Tenom,assault,robbery_solo_armed,2018,0
9355,Sabah,Tenom,assault,robbery_solo_armed,2019,0
9356,Sabah,Tenom,assault,robbery_solo_armed,2020,0
9357,Sabah,Tenom,assault,robbery_solo_armed,2021,0
9358,Sabah,Tenom,assault,robbery_solo_armed,2022,0
9359,Sabah,Tenom,assault,robbery_solo_armed,2023,0
9360,Sabah,Tenom,assault,robbery_solo_unarmed,2016,0
9361,Sabah,Tenom,assault,robbery_solo_unarmed,2017,0
9362,Sabah,Tenom,assault,robbery_solo_unarmed,2018,1
9363,Sabah,Tenom,assault,robbery_solo_unarmed,2019,0
9364,Sabah,Tenom,assault,robbery_solo_unarmed,2020,0
9365,Sabah,Tenom,assault,robbery_solo_unarmed,2021,0
9366,Sabah,Tenom,assault,robbery_solo_unarmed,2022,0
9367,Sabah,Tenom,assault,robbery_solo_unarmed,2023,0
9368,Sabah,Tenom,property,break_in,2016,18
9369,Sabah,Tenom,property,break_in,2017,19
9370,Sabah,Tenom,property,break_in,2018,20
9371,Sabah,Tenom,property,break_in,2019,10
9372,Sabah,Tenom,property,break_in,2020,10
9373,Sabah,Tenom,property,break_in,2021,8
9374,Sabah,Tenom,property,break_in,2022,14
9375,Sabah,Tenom,property,break_in,2023,3
9376,Sabah,Tenom,property,theft_other,2016,13
9377,Sabah,Tenom,property,theft_other,2017,10
9378,Sabah,Tenom,property,theft_other,2018,11
9379,Sabah,Tenom,property,theft_other,2019,10
9380,Sabah,Tenom,property,theft_other,2020,8
9381,Sabah,Tenom,property,theft_other,2021,14
9382,Sabah,Tenom,property,theft_other,2022,20
9383,Sabah,Tenom,property,theft_other,2023,31
9384,Sabah,Tenom,property,theft_vehicle_lorry,2016,1
9385,Sabah,Tenom,property,theft_vehicle_lorry,2017,1
9386,Sabah,Tenom,property,theft_vehicle_lorry,2018,1
9387,Sabah,Tenom,property,theft_vehicle_lorry,2019,0
9388,Sabah,Tenom,property,theft_vehicle_lorry,2020,0
9389,Sabah,Tenom,property,theft_vehicle_lorry,2021,0
9390,Sabah,Tenom,property,theft_vehicle_lorry,2022,0
9391,Sabah,Tenom,property,theft_vehicle_lorry,2023,0
9392,Sabah,Tenom,property,theft_vehicle_motorcar,2016,6
9393,Sabah,Tenom,property,theft_vehicle_motorcar,2017,1
9394,Sabah,Tenom,property,theft_vehicle_motorcar,2018,1
9395,Sabah,Tenom,property,theft_vehicle_motorcar,2019,1
9396,Sabah,Tenom,property,theft_vehicle_motorcar,2020,0
9397,Sabah,Tenom,property,theft_vehicle_motorcar,2021,0
9398,Sabah,Tenom,property,theft_vehicle_motorcar,2022,1
9399,Sabah,Tenom,property,theft_vehicle_motorcar,2023,2
9400,Sabah,Tenom,property,theft_vehicle_motorcycle,2016,3
9401,Sabah,Tenom,property,theft_vehicle_motorcycle,2017,4
9402,Sabah,Tenom,property,theft_vehicle_motorcycle,2018,3
9403,Sabah,Tenom,property,theft_vehicle_motorcycle,2019,9
9404,Sabah,Tenom,property,theft_vehicle_motorcycle,2020,1
9405,Sabah,Tenom,property,theft_vehicle_motorcycle,2021,8
9406,Sabah,Tenom,property,theft_vehicle_motorcycle,2022,0
9407,Sabah,Tenom,property,theft_vehicle_motorcycle,2023,2
9408,Sabah,Tuaran,assault,causing_injury,2016,10
9409,Sabah,Tuaran,assault,causing_injury,2017,4
9410,Sabah,Tuaran,assault,causing_injury,2018,8
9411,Sabah,Tuaran,assault,causing_injury,2019,4
9412,Sabah,Tuaran,assault,causing_injury,2020,3
9413,Sabah,Tuaran,assault,causing_injury,2021,1
9414,Sabah,Tuaran,assault,causing_injury,2022,2
9415,Sabah,Tuaran,assault,causing_injury,2023,3
9416,Sabah,Tuaran,assault,murder,2016,2
9417,Sabah,Tuaran,assault,murder,2017,2
9418,Sabah,Tuaran,assault,murder,2018,1
9419,Sabah,Tuaran,assault,murder,2019,1
9420,Sabah,Tuaran,assault,murder,2020,1
9421,Sabah,Tuaran,assault,murder,2021,0
9422,Sabah,Tuaran,assault,murder,2022,0
9423,Sabah,Tuaran,assault,murder,2023,0
9424,Sabah,Tuaran,assault,rape,2016,12
9425,Sabah,Tuaran,assault,rape,2017,11
9426,Sabah,Tuaran,assault,rape,2018,7
9427,Sabah,Tuaran,assault,rape,2019,11
9428,Sabah,Tuaran,assault,rape,2020,8
9429,Sabah,Tuaran,assault,rape,2021,6
9430,Sabah,Tuaran,assault,rape,2022,5
9431,Sabah,Tuaran,assault,rape,2023,5
9432,Sabah,Tuaran,assault,robbery_gang_armed,2016,0
9433,Sabah,Tuaran,assault,robbery_gang_armed,2017,0
9434,Sabah,Tuaran,assault,robbery_gang_armed,2018,0
9435,Sabah,Tuaran,assault,robbery_gang_armed,2019,0
9436,Sabah,Tuaran,assault,robbery_gang_armed,2020,0
9437,Sabah,Tuaran,assault,robbery_gang_armed,2021,0
9438,Sabah,Tuaran,assault,robbery_gang_armed,2022,0
9439,Sabah,Tuaran,assault,robbery_gang_armed,2023,0
9440,Sabah,Tuaran,assault,robbery_gang_unarmed,2016,2
9441,Sabah,Tuaran,assault,robbery_gang_unarmed,2017,4
9442,Sabah,Tuaran,assault,robbery_gang_unarmed,2018,0
9443,Sabah,Tuaran,assault,robbery_gang_unarmed,2019,0
9444,Sabah,Tuaran,assault,robbery_gang_unarmed,2020,1
9445,Sabah,Tuaran,assault,robbery_gang_unarmed,2021,0
9446,Sabah,Tuaran,assault,robbery_gang_unarmed,2022,0
9447,Sabah,Tuaran,assault,robbery_gang_unarmed,2023,0
9448,Sabah,Tuaran,assault,robbery_solo_armed,2016,0
9449,Sabah,Tuaran,assault,robbery_solo_armed,2017,0
9450,Sabah,Tuaran,assault,robbery_solo_armed,2018,0
9451,Sabah,Tuaran,assault,robbery_solo_armed,2019,0
9452,Sabah,Tuaran,assault,robbery_solo_armed,2020,0
9453,Sabah,Tuaran,assault,robbery_solo_armed,2021,0
9454,Sabah,Tuaran,assault,robbery_solo_armed,2022,0
9455,Sabah,Tuaran,assault,robbery_solo_armed,2023,0
9456,Sabah,Tuaran,assault,robbery_solo_unarmed,2016,0
9457,Sabah,Tuaran,assault,robbery_solo_unarmed,2017,0
9458,Sabah,Tuaran,assault,robbery_solo_unarmed,2018,0
9459,Sabah,Tuaran,assault,robbery_solo_unarmed,2019,2
9460,Sabah,Tuaran,assault,robbery_solo_unarmed,2020,1
9461,Sabah,Tuaran,assault,robbery_solo_unarmed,2021,1
9462,Sabah,Tuaran,assault,robbery_solo_unarmed,2022,0
9463,Sabah,Tuaran,assault,robbery_solo_unarmed,2023,0
9464,Sabah,Tuaran,property,break_in,2016,30
9465,Sabah,Tuaran,property,break_in,2017,38
9466,Sabah,Tuaran,property,break_in,2018,43
