,state,district,category,type,date,crimes
1630,Kedah,Kota Setar,property,theft_vehicle_motorcycle,2022,269
1631,Kedah,Kota Setar,property,theft_vehicle_motorcycle,2023,245
1632,Kedah,Kuala Muda,assault,causing_injury,2016,108
1633,Kedah,Kuala Muda,assault,causing_injury,2017,127
1634,Kedah,Kuala Muda,assault,causing_injury,2018,127
1635,Kedah,Kuala Muda,assault,causing_injury,2019,97
1636,Kedah,Kuala Muda,assault,causing_injury,2020,64
1637,Kedah,Kuala Muda,assault,causing_injury,2021,71
1638,Kedah,Kuala Muda,assault,causing_injury,2022,46
1639,Kedah,Kuala Muda,assault,causing_injury,2023,52
1640,Kedah,Kuala Muda,assault,murder,2016,6
1641,Kedah,Kuala Muda,assault,murder,2017,7
1642,Kedah,Kuala Muda,assault,murder,2018,5
1643,Kedah,Kuala Muda,assault,murder,2019,3
1644,Kedah,Kuala Muda,assault,murder,2020,4
1645,Kedah,Kuala Muda,assault,murder,2021,5
1646,Kedah,Kuala Muda,assault,murder,2022,7
1647,Kedah,Kuala Muda,assault,murder,2023,8
1648,Kedah,Kuala Muda,assault,rape,2016,29
1649,Kedah,Kuala Muda,assault,rape,2017,32
1650,Kedah,Kuala Muda,assault,rape,2018,32
1651,Kedah,Kuala Muda,assault,rape,2019,29
1652,Kedah,Kuala Muda,assault,rape,2020,26
1653,Kedah,Kuala Muda,assault,rape,2021,31
1654,Kedah,Kuala Muda,assault,rape,2022,28
1655,Kedah,Kuala Muda,assault,rape,2023,28
1656,Kedah,Kuala Muda,assault,robbery_gang_armed,2016,1
1657,Kedah,Kuala Muda,assault,robbery_gang_armed,2017,1
1658,Kedah,Kuala Muda,assault,robbery_gang_armed,2018,1
1659,Kedah,Kuala Muda,assault,robbery_gang_armed,2019,1
1660,Kedah,Kuala Muda,assault,robbery_gang_armed,2020,0
1661,Kedah,Kuala Muda,assault,robbery_gang_armed,2021,0
1662,Kedah,Kuala Muda,assault,robbery_gang_armed,2022,0
1663,Kedah,Kuala Muda,assault,robbery_gang_armed,2023,0
1664,Kedah,Kuala Muda,assault,robbery_gang_unarmed,2016,169
1665,Kedah,Kuala Muda,assault,robbery_gang_unarmed,2017,140
1666,Kedah,Kuala Muda,assault,robbery_gang_unarmed,2018,141
1667,Kedah,Kuala Muda,assault,robbery_gang_unarmed,2019,133
1668,Kedah,Kuala Muda,assault,robbery_gang_unarmed,2020,35
1669,Kedah,Kuala Muda,assault,robbery_gang_unarmed,2021,66
1670,Kedah,Kuala Muda,assault,robbery_gang_unarmed,2022,60
1671,Kedah,Kuala Muda,assault,robbery_gang_unarmed,2023,40
1672,Kedah,Kuala Muda,assault,robbery_solo_armed,2016,0
1673,Kedah,Kuala Muda,assault,robbery_solo_armed,2017,0
1674,Kedah,Kuala Muda,assault,robbery_solo_armed,2018,0
1675,Kedah,Kuala Muda,assault,robbery_solo_armed,2019,1
1676,Kedah,Kuala Muda,assault,robbery_solo_armed,2020,0
1677,Kedah,Kuala Muda,assault,robbery_solo_armed,2021,0
1678,Kedah,Kuala Muda,assault,robbery_solo_armed,2022,0
1679,Kedah,Kuala Muda,assault,robbery_solo_armed,2023,0
1680,Kedah,Kuala Muda,assault,robbery_solo_unarmed,2016,52
1681,Kedah,Kuala Muda,assault,robbery_solo_unarmed,2017,65
1682,Kedah,Kuala Muda,assault,robbery_solo_unarmed,2018,65
1683,Kedah,Kuala Muda,assault,robbery_solo_unarmed,2019,60
1684,Kedah,Kuala Muda,assault,robbery_solo_unarmed,2020,80
1685,Kedah,Kuala Muda,assault,robbery_solo_unarmed,2021,25
1686,Kedah,Kuala Muda,assault,robbery_solo_unarmed,2022,73
1687,Kedah,Kuala Muda,assault,robbery_solo_unarmed,2023,22
1688,Kedah,Kuala Muda,property,break_in,2016,294
1689,Kedah,Kuala Muda,property,break_in,2017,375
1690,Kedah,Kuala Muda,property,break_in,2018,360
1691,Kedah,Kuala Muda,property,break_in,2019,424
1692,Kedah,Kuala Muda,property,break_in,2020,375
1693,Kedah,Kuala Muda,property,break_in,2021,367
1694,Kedah,Kuala Muda,property,break_in,2022,361
1695,Kedah,Kuala Muda,property,break_in,2023,416
1696,Kedah,Kuala Muda,property,theft_other,2016,271
1697,Kedah,Kuala Muda,property,theft_other,2017,272
1698,Kedah,Kuala Muda,property,theft_other,2018,319
1699,Kedah,Kuala Muda,property,theft_other,2019,253
1700,Kedah,Kuala Muda,property,theft_other,2020,169
1701,Kedah,Kuala Muda,property,theft_other,2021,150
1702,Kedah,Kuala Muda,property,theft_other,2022,274
1703,Kedah,Kuala Muda,property,theft_other,2023,339
1704,Kedah,Kuala Muda,property,theft_vehicle_lorry,2016,43
1705,Kedah,Kuala Muda,property,theft_vehicle_lorry,2017,23
1706,Kedah,Kuala Muda,property,theft_vehicle_lorry,2018,19
1707,Kedah,Kuala Muda,property,theft_vehicle_lorry,2019,41
1708,Kedah,Kuala Muda,property,theft_vehicle_lorry,2020,14
1709,Kedah,Kuala Muda,property,theft_vehicle_lorry,2021,14
1710,Kedah,Kuala Muda,property,theft_vehicle_lorry,2022,7
1711,Kedah,Kuala Muda,property,theft_vehicle_lorry,2023,21
1712,Kedah,Kuala Muda,property,theft_vehicle_motorcar,2016,197
1713,Kedah,Kuala Muda,property,theft_vehicle_motorcar,2017,170
1714,Kedah,Kuala Muda,property,theft_vehicle_motorcar,2018,174
1715,Kedah,Kuala Muda,property,theft_vehicle_motorcar,2019,115
1716,Kedah,Kuala Muda,property,theft_vehicle_motorcar,2020,91
1717,Kedah,Kuala Muda,property,theft_vehicle_motorcar,2021,60
1718,Kedah,Kuala Muda,property,theft_vehicle_motorcar,2022,70
1719,Kedah,Kuala Muda,property,theft_vehicle_motorcar,2023,72
1720,Kedah,Kuala Muda,property,theft_vehicle_motorcycle,2016,886
1721,Kedah,Kuala Muda,property,theft_vehicle_motorcycle,2017,865
1722,Kedah,Kuala Muda,property,theft_vehicle_motorcycle,2018,730
1723,Kedah,Kuala Muda,property,theft_vehicle_motorcycle,2019,652
1724,Kedah,Kuala Muda,property,theft_vehicle_motorcycle,2020,400
1725,Kedah,Kuala Muda,property,theft_vehicle_motorcycle,2021,398
1726,Kedah,Kuala Muda,property,theft_vehicle_motorcycle,2022,348
1727,Kedah,Kuala Muda,property,theft_vehicle_motorcycle,2023,320
1728,Kedah,Kubang Pasu,assault,causing_injury,2016,46
1729,Kedah,Kubang Pasu,assault,causing_injury,2017,34
1730,Kedah,Kubang Pasu,assault,causing_injury,2018,37
1731,Kedah,Kubang Pasu,assault,causing_injury,2019,37
1732,Kedah,Kubang Pasu,assault,causing_injury,2020,33
1733,Kedah,Kubang Pasu,assault,causing_injury,2021,18
1734,Kedah,Kubang Pasu,assault,causing_injury,2022,34
1735,Kedah,Kubang Pasu,assault,causing_injury,2023,27
1736,Kedah,Kubang Pasu,assault,murder,2016,1
1737,Kedah,Kubang Pasu,assault,murder,2017,4
1738,Kedah,Kubang Pasu,assault,murder,2018,0
1739,Kedah,Kubang Pasu,assault,murder,2019,2
1740,Kedah,Kubang Pasu,assault,murder,2020,2
1741,Kedah,Kubang Pasu,assault,murder,2021,1
1742,Kedah,Kubang Pasu,assault,murder,2022,3
1743,Kedah,Kubang Pasu,assault,murder,2023,2
1744,Kedah,Kubang Pasu,assault,rape,2016,20
1745,Kedah,Kubang Pasu,assault,rape,2017,6
1746,Kedah,Kubang Pasu,assault,rape,2018,14
1747,Kedah,Kubang Pasu,assault,rape,2019,14
1748,Kedah,Kubang Pasu,assault,rape,2020,14
1749,Kedah,Kubang Pasu,assault,rape,2021,14
1750,Kedah,Kubang Pasu,assault,rape,2022,16
1751,Kedah,Kubang Pasu,assault,rape,2023,27
1752,Kedah,Kubang Pasu,assault,robbery_gang_armed,2016,1
1753,Kedah,Kubang Pasu,assault,robbery_gang_armed,2017,1
1754,Kedah,Kubang Pasu,assault,robbery_gang_armed,2018,0
1755,Kedah,Kubang Pasu,assault,robbery_gang_armed,2019,0
1756,Kedah,Kubang Pasu,assault,robbery_gang_armed,2020,0
1757,Kedah,Kubang Pasu,assault,robbery_gang_armed,2021,1
1758,Kedah,Kubang Pasu,assault,robbery_gang_armed,2022,0
1759,Kedah,Kubang Pasu,assault,robbery_gang_armed,2023,0
1760,Kedah,Kubang Pasu,assault,robbery_gang_unarmed,2016,31
1761,Kedah,Kubang Pasu,assault,robbery_gang_unarmed,2017,32
1762,Kedah,Kubang Pasu,assault,robbery_gang_unarmed,2018,29
1763,Kedah,Kubang Pasu,assault,robbery_gang_unarmed,2019,27
1764,Kedah,Kubang Pasu,assault,robbery_gang_unarmed,2020,5
1765,Kedah,Kubang Pasu,assault,robbery_gang_unarmed,2021,7
1766,Kedah,Kubang Pasu,assault,robbery_gang_unarmed,2022,18
1767,Kedah,Kubang Pasu,assault,robbery_gang_unarmed,2023,9
1768,Kedah,Kubang Pasu,assault,robbery_solo_armed,2016,0
1769,Kedah,Kubang Pasu,assault,robbery_solo_armed,2017,0
1770,Kedah,Kubang Pasu,assault,robbery_solo_armed,2018,0
1771,Kedah,Kubang Pasu,assault,robbery_solo_armed,2019,0
1772,Kedah,Kubang Pasu,assault,robbery_solo_armed,2020,0
1773,Kedah,Kubang Pasu,assault,robbery_solo_armed,2021,0
1774,Kedah,Kubang Pasu,assault,robbery_solo_armed,2022,0
1775,Kedah,Kubang Pasu,assault,robbery_solo_armed,2023,0
1776,Kedah,Kubang Pasu,assault,robbery_solo_unarmed,2016,19
1777,Kedah,Kubang Pasu,assault,robbery_solo_unarmed,2017,15
1778,Kedah,Kubang Pasu,assault,robbery_solo_unarmed,2018,13
1779,Kedah,Kubang Pasu,assault,robbery_solo_unarmed,2019,16
1780,Kedah,Kubang Pasu,assault,robbery_solo_unarmed,2020,17
1781,Kedah,Kubang Pasu,assault,robbery_solo_unarmed,2021,5
1782,Kedah,Kubang Pasu,assault,robbery_solo_unarmed,2022,15
1783,Kedah,Kubang Pasu,assault,robbery_solo_unarmed,2023,9
1784,Kedah,Kubang Pasu,property,break_in,2016,168
1785,Kedah,Kubang Pasu,property,break_in,2017,237
1786,Kedah,Kubang Pasu,property,break_in,2018,140
1787,Kedah,Kubang Pasu,property,break_in,2019,95
1788,Kedah,Kubang Pasu,property,break_in,2020,91
1789,Kedah,Kubang Pasu,property,break_in,2021,72
1790,Kedah,Kubang Pasu,property,break_in,2022,77
1791,Kedah,Kubang Pasu,property,break_in,2023,97
1792,Kedah,Kubang Pasu,property,theft_other,2016,145
1793,Kedah,Kubang Pasu,property,theft_other,2017,175
1794,Kedah,Kubang Pasu,property,theft_other,2018,142
1795,Kedah,Kubang Pasu,property,theft_other,2019,102
1796,Kedah,Kubang Pasu,property,theft_other,2020,94
1797,Kedah,Kubang Pasu,property,theft_other,2021,89
1798,Kedah,Kubang Pasu,property,theft_other,2022,149
1799,Kedah,Kubang Pasu,property,theft_other,2023,135
1800,Kedah,Kubang Pasu,property,theft_vehicle_lorry,2016,7
1801,Kedah,Kubang Pasu,property,theft_vehicle_lorry,2017,3
1802,Kedah,Kubang Pasu,property,theft_vehicle_lorry,2018,5
1803,Kedah,Kubang Pasu,property,theft_vehicle_lorry,2019,1
1804,Kedah,Kubang Pasu,property,theft_vehicle_lorry,2020,5
1805,Kedah,Kubang Pasu,property,theft_vehicle_lorry,2021,1
1806,Kedah,Kubang Pasu,property,theft_vehicle_lorry,2022,4
1807,Kedah,Kubang Pasu,property,theft_vehicle_lorry,2023,3
1808,Kedah,Kubang Pasu,property,theft_vehicle_motorcar,2016,36
1809,Kedah,Kubang Pasu,property,theft_vehicle_motorcar,2017,18
1810,Kedah,Kubang Pasu,property,theft_vehicle_motorcar,2018,22
1811,Kedah,Kubang Pasu,property,theft_vehicle_motorcar,2019,20
1812,Kedah,Kubang Pasu,property,theft_vehicle_motorcar,2020,22
1813,Kedah,Kubang Pasu,property,theft_vehicle_motorcar,2021,12
1814,Kedah,Kubang Pasu,property,theft_vehicle_motorcar,2022,4
1815,Kedah,Kubang Pasu,property,theft_vehicle_motorcar,2023,17
1816,Kedah,Kubang Pasu,property,theft_vehicle_motorcycle,2016,318
1817,Kedah,Kubang Pasu,property,theft_vehicle_motorcycle,2017,240
1818,Kedah,Kubang Pasu,property,theft_vehicle_motorcycle,2018,192
1819,Kedah,Kubang Pasu,property,theft_vehicle_motorcycle,2019,187
1820,Kedah,Kubang Pasu,property,theft_vehicle_motorcycle,2020,135
1821,Kedah,Kubang Pasu,property,theft_vehicle_motorcycle,2021,74
1822,Kedah,Kubang Pasu,property,theft_vehicle_motorcycle,2022,98
1823,Kedah,Kubang Pasu,property,theft_vehicle_motorcycle,2023,77
1824,Kedah,Kulim,assault,causing_injury,2016,46
1825,Kedah,Kulim,assault,causing_injury,2017,62
1826,Kedah,Kulim,assault,causing_injury,2018,48
1827,Kedah,Kulim,assault,causing_injury,2019,45
1828,Kedah,Kulim,assault,causing_injury,2020,53
1829,Kedah,Kulim,assault,causing_injury,2021,51
1830,Kedah,Kulim,assault,causing_injury,2022,67
1831,Kedah,Kulim,assault,causing_injury,2023,66
1832,Kedah,Kulim,assault,murder,2016,4
1833,Kedah,Kulim,assault,murder,2017,3
1834,Kedah,Kulim,assault,murder,2018,1
1835,Kedah,Kulim,assault,murder,2019,5
1836,Kedah,Kulim,assault,murder,2020,1
1837,Kedah,Kulim,assault,murder,2021,1
1838,Kedah,Kulim,assault,murder,2022,1
1839,Kedah,Kulim,assault,murder,2023,6
1840,Kedah,Kulim,assault,rape,2016,24
1841,Kedah,Kulim,assault,rape,2017,22
1842,Kedah,Kulim,assault,rape,2018,17
1843,Kedah,Kulim,assault,rape,2019,19
1844,Kedah,Kulim,assault,rape,2020,16
1845,Kedah,Kulim,assault,rape,2021,15
1846,Kedah,Kulim,assault,rape,2022,20
1847,Kedah,Kulim,assault,rape,2023,25
1848,Kedah,Kulim,assault,robbery_gang_armed,2016,0
1849,Kedah,Kulim,assault,robbery_gang_armed,2017,0
1850,Kedah,Kulim,assault,robbery_gang_armed,2018,0
1851,Kedah,Kulim,assault,robbery_gang_armed,2019,0
1852,Kedah,Kulim,assault,robbery_gang_armed,2020,0
1853,Kedah,Kulim,assault,robbery_gang_armed,2021,0
1854,Kedah,Kulim,assault,robbery_gang_armed,2022,0
1855,Kedah,Kulim,assault,robbery_gang_armed,2023,0
1856,Kedah,Kulim,assault,robbery_gang_unarmed,2016,52
1857,Kedah,Kulim,assault,robbery_gang_unarmed,2017,65
1858,Kedah,Kulim,assault,robbery_gang_unarmed,2018,49
1859,Kedah,Kulim,assault,robbery_gang_unarmed,2019,33
1860,Kedah,Kulim,assault,robbery_gang_unarmed,2020,12
1861,Kedah,Kulim,assault,robbery_gang_unarmed,2021,51
1862,Kedah,Kulim,assault,robbery_gang_unarmed,2022,67
1863,Kedah,Kulim,assault,robbery_gang_unarmed,2023,32
1864,Kedah,Kulim,assault,robbery_solo_armed,2016,0
1865,Kedah,Kulim,assault,robbery_solo_armed,2017,0
1866,Kedah,Kulim,assault,robbery_solo_armed,2018,0
1867,Kedah,Kulim,assault,robbery_solo_armed,2019,0
1868,Kedah,Kulim,assault,robbery_solo_armed,2020,0
1869,Kedah,Kulim,assault,robbery_solo_armed,2021,0
1870,Kedah,Kulim,assault,robbery_solo_armed,2022,0
1871,Kedah,Kulim,assault,robbery_solo_armed,2023,0
1872,Kedah,Kulim,assault,robbery_solo_unarmed,2016,23
1873,Kedah,Kulim,assault,robbery_solo_unarmed,2017,19
1874,Kedah,Kulim,assault,robbery_solo_unarmed,2018,16
1875,Kedah,Kulim,assault,robbery_solo_unarmed,2019,26
1876,Kedah,Kulim,assault,robbery_solo_unarmed,2020,34
1877,Kedah,Kulim,assault,robbery_solo_unarmed,2021,26
1878,Kedah,Kulim,assault,robbery_solo_unarmed,2022,32
1879,Kedah,Kulim,assault,robbery_solo_unarmed,2023,29
1880,Kedah,Kulim,property,break_in,2016,216
1881,Kedah,Kulim,property,break_in,2017,168
1882,Kedah,Kulim,property,break_in,2018,133
1883,Kedah,Kulim,property,break_in,2019,140
1884,Kedah,Kulim,property,break_in,2020,104
1885,Kedah,Kulim,property,break_in,2021,123
1886,Kedah,Kulim,property,break_in,2022,171
1887,Kedah,Kulim,property,break_in,2023,177
1888,Kedah,Kulim,property,theft_other,2016,127
1889,Kedah,Kulim,property,theft_other,2017,161
1890,Kedah,Kulim,property,theft_other,2018,120
1891,Kedah,Kulim,property,theft_other,2019,93
1892,Kedah,Kulim,property,theft_other,2020,80
1893,Kedah,Kulim,property,theft_other,2021,139
1894,Kedah,Kulim,property,theft_other,2022,226
1895,Kedah,Kulim,property,theft_other,2023,145
1896,Kedah,Kulim,property,theft_vehicle_lorry,2016,26
1897,Kedah,Kulim,property,theft_vehicle_lorry,2017,32
1898,Kedah,Kulim,property,theft_vehicle_lorry,2018,19
1899,Kedah,Kulim,property,theft_vehicle_lorry,2019,8
1900,Kedah,Kulim,property,theft_vehicle_lorry,2020,7
1901,Kedah,Kulim,property,theft_vehicle_lorry,2021,3
1902,Kedah,Kulim,property,theft_vehicle_lorry,2022,4
1903,Kedah,Kulim,property,theft_vehicle_lorry,2023,5
1904,Kedah,Kulim,property,theft_vehicle_motorcar,2016,67
1905,Kedah,Kulim,property,theft_vehicle_motorcar,2017,71
1906,Kedah,Kulim,property,theft_vehicle_motorcar,2018,55
1907,Kedah,Kulim,property,theft_vehicle_motorcar,2019,40
1908,Kedah,Kulim,property,theft_vehicle_motorcar,2020,39
1909,Kedah,Kulim,property,theft_vehicle_motorcar,2021,21
1910,Kedah,Kulim,property,theft_vehicle_motorcar,2022,22
1911,Kedah,Kulim,property,theft_vehicle_motorcar,2023,33
1912,Kedah,Kulim,property,theft_vehicle_motorcycle,2016,473
1913,Kedah,Kulim,property,theft_vehicle_motorcycle,2017,415
1914,Kedah,Kulim,property,theft_vehicle_motorcycle,2018,400
1915,Kedah,Kulim,property,theft_vehicle_motorcycle,2019,317
1916,Kedah,Kulim,property,theft_vehicle_motorcycle,2020,169
1917,Kedah,Kulim,property,theft_vehicle_motorcycle,2021,112
1918,Kedah,Kulim,property,theft_vehicle_motorcycle,2022,78
1919,Kedah,Kulim,property,theft_vehicle_motorcycle,2023,103
1920,Kedah,Langkawi,assault,causing_injury,2016,31
1921,Kedah,Langkawi,assault,causing_injury,2017,18
1922,Kedah,Langkawi,assault,causing_injury,2018,16
1923,Kedah,Langkawi,assault,causing_injury,2019,26
1924,Kedah,Langkawi,assault,causing_injury,2020,27
1925,Kedah,Langkawi,assault,causing_injury,2021,17
1926,Kedah,Langkawi,assault,causing_injury,2022,16
1927,Kedah,Langkawi,assault,causing_injury,2023,18
1928,Kedah,Langkawi,assault,murder,2016,1
1929,Kedah,Langkawi,assault,murder,2017,3
1930,Kedah,Langkawi,assault,murder,2018,2
1931,Kedah,Langkawi,assault,murder,2019,1
1932,Kedah,Langkawi,assault,murder,2020,2
1933,Kedah,Langkawi,assault,murder,2021,0
1934,Kedah,Langkawi,assault,murder,2022,0
1935,Kedah,Langkawi,assault,murder,2023,0
1936,Kedah,Langkawi,assault,rape,2016,16
1937,Kedah,Langkawi,assault,rape,2017,6
1938,Kedah,Langkawi,assault,rape,2018,13
1939,Kedah,Langkawi,assault,rape,2019,28
1940,Kedah,Langkawi,assault,rape,2020,16
1941,Kedah,Langkawi,assault,rape,2021,21
1942,Kedah,Langkawi,assault,rape,2022,21
1943,Kedah,Langkawi,assault,rape,2023,17
1944,Kedah,Langkawi,assault,robbery_gang_armed,2016,0
1945,Kedah,Langkawi,assault,robbery_gang_armed,2017,0
1946,Kedah,Langkawi,assault,robbery_gang_armed,2018,1
1947,Kedah,Langkawi,assault,robbery_gang_armed,2019,0
1948,Kedah,Langkawi,assault,robbery_gang_armed,2020,0
1949,Kedah,Langkawi,assault,robbery_gang_armed,2021,0
1950,Kedah,Langkawi,assault,robbery_gang_armed,2022,0
1951,Kedah,Langkawi,assault,robbery_gang_armed,2023,0
1952,Kedah,Langkawi,assault,robbery_gang_unarmed,2016,5
1953,Kedah,Langkawi,assault,robbery_gang_unarmed,2017,8
1954,Kedah,Langkawi,assault,robbery_gang_unarmed,2018,9
1955,Kedah,Langkawi,assault,robbery_gang_unarmed,2019,4
1956,Kedah,Langkawi,assault,robbery_gang_unarmed,2020,9
1957,Kedah,Langkawi,assault,robbery_gang_unarmed,2021,3
1958,Kedah,Langkawi,assault,robbery_gang_unarmed,2022,2
1959,Kedah,Langkawi,assault,robbery_gang_unarmed,2023,3
1960,Kedah,Langkawi,assault,robbery_solo_armed,2016,2
1961,Kedah,Langkawi,assault,robbery_solo_armed,2017,0
1962,Kedah,Langkawi,assault,robbery_solo_armed,2018,0
1963,Kedah,Langkawi,assault,robbery_solo_armed,2019,0
1964,Kedah,Langkawi,assault,robbery_solo_armed,2020,0
1965,Kedah,Langkawi,assault,robbery_solo_armed,2021,0
1966,Kedah,Langkawi,assault,robbery_solo_armed,2022,0
1967,Kedah,Langkawi,assault,robbery_solo_armed,2023,0
1968,Kedah,Langkawi,assault,robbery_solo_unarmed,2016,4
1969,Kedah,Langkawi,assault,robbery_solo_unarmed,2017,7
1970,Kedah,Langkawi,assault,robbery_solo_unarmed,2018,13
1971,Kedah,Langkawi,assault,robbery_solo_unarmed,2019,13
1972,Kedah,Langkawi,assault,robbery_solo_unarmed,2020,2
1973,Kedah,Langkawi,assault,robbery_solo_unarmed,2021,5
1974,Kedah,Langkawi,assault,robbery_solo_unarmed,2022,4
1975,Kedah,Langkawi,assault,robbery_solo_unarmed,2023,6
1976,Kedah,Langkawi,property,break_in,2016,96
1977,Kedah,Langkawi,property,break_in,2017,80
1978,Kedah,Langkawi,property,break_in,2018,56
1979,Kedah,Langkawi,property,break_in,2019,83
1980,Kedah,Langkawi,property,break_in,2020,68
1981,Kedah,Langkawi,property,break_in,2021,61
1982,Kedah,Langkawi,property,break_in,2022,70
1983,Kedah,Langkawi,property,break_in,2023,58
1984,Kedah,Langkawi,property,theft_other,2016,143
1985,Kedah,Langkawi,property,theft_other,2017,154
1986,Kedah,Langkawi,property,theft_other,2018,180
1987,Kedah,Langkawi,property,theft_other,2019,146
1988,Kedah,Langkawi,property,theft_other,2020,115
1989,Kedah,Langkawi,property,theft_other,2021,111
1990,Kedah,Langkawi,property,theft_other,2022,83
1991,Kedah,Langkawi,property,theft_other,2023,90
1992,Kedah,Langkawi,property,theft_vehicle_lorry,2016,1
1993,Kedah,Langkawi,property,theft_vehicle_lorry,2017,0
1994,Kedah,Langkawi,property,theft_vehicle_lorry,2018,0
1995,Kedah,Langkawi,property,theft_vehicle_lorry,2019,1
1996,Kedah,Langkawi,property,theft_vehicle_lorry,2020,0
1997,Kedah,Langkawi,property,theft_vehicle_lorry,2021,0
1998,Kedah,Langkawi,property,theft_vehicle_lorry,2022,0
1999,Kedah,Langkawi,property,theft_vehicle_lorry,2023,0
2000,Kedah,Langkawi,property,theft_vehicle_motorcar,2016,6
2001,Kedah,Langkawi,property,theft_vehicle_motorcar,2017,2
2002,Kedah,Langkawi,property,theft_vehicle_motorcar,2018,3
2003,Kedah,Langkawi,property,theft_vehicle_motorcar,2019,2
2004,Kedah,Langkawi,property,theft_vehicle_motorcar,2020,1
2005,Kedah,Langkawi,property,theft_vehicle_motorcar,2021,2
2006,Kedah,Langkawi,property,theft_vehicle_motorcar,2022,0
2007,Kedah,Langkawi,property,theft_vehicle_motorcar,2023,0
2008,Kedah,Langkawi,property,theft_vehicle_motorcycle,2016,142
2009,Kedah,Langkawi,property,theft_vehicle_motorcycle,2017,117
2010,Kedah,Langkawi,property,theft_vehicle_motorcycle,2018,116
2011,Kedah,Langkawi,property,theft_vehicle_motorcycle,2019,106
2012,Kedah,Langkawi,property,theft_vehicle_motorcycle,2020,85
2013,Kedah,Langkawi,property,theft_vehicle_motorcycle,2021,42
2014,Kedah,Langkawi,property,theft_vehicle_motorcycle,2022,47
2015,Kedah,Langkawi,property,theft_vehicle_motorcycle,2023,52
2016,Kedah,Padang Terap,assault,causing_injury,2016,9
2017,Kedah,Padang Terap,assault,causing_injury,2017,8
2018,Kedah,Padang Terap,assault,causing_injury,2018,6
2019,Kedah,Padang Terap,assault,causing_injury,2019,15
2020,Kedah,Padang Terap,assault,causing_injury,2020,8
2021,Kedah,Padang Terap,assault,causing_injury,2021,13
2022,Kedah,Padang Terap,assault,causing_injury,2022,19
2023,Kedah,Padang Terap,assault,causing_injury,2023,14
2024,Kedah,Padang Terap,assault,murder,2016,1
2025,Kedah,Padang Terap,assault,murder,2017,0
2026,Kedah,Padang Terap,assault,murder,2018,0
2027,Kedah,Padang Terap,assault,murder,2019,2
2028,Kedah,Padang Terap,assault,murder,2020,0
2029,Kedah,Padang Terap,assault,murder,2021,1
2030,Kedah,Padang Terap,assault,murder,2022,0
2031,Kedah,Padang Terap,assault,murder,2023,0
2032,Kedah,Padang Terap,assault,rape,2016,10
2033,Kedah,Padang Terap,assault,rape,2017,7
2034,Kedah,Padang Terap,assault,rape,2018,6
2035,Kedah,Padang Terap,assault,rape,2019,6
2036,Kedah,Padang Terap,assault,rape,2020,6
2037,Kedah,Padang Terap,assault,rape,2021,3
2038,Kedah,Padang Terap,assault,rape,2022,8
2039,Kedah,Padang Terap,assault,rape,2023,7
2040,Kedah,Padang Terap,assault,robbery_gang_armed,2016,0
2041,Kedah,Padang Terap,assault,robbery_gang_armed,2017,0
2042,Kedah,Padang Terap,assault,robbery_gang_armed,2018,0
2043,Kedah,Padang Terap,assault,robbery_gang_armed,2019,1
2044,Kedah,Padang Terap,assault,robbery_gang_armed,2020,0
2045,Kedah,Padang Terap,assault,robbery_gang_armed,2021,0
2046,Kedah,Padang Terap,assault,robbery_gang_armed,2022,0
2047,Kedah,Padang Terap,assault,robbery_gang_armed,2023,0
2048,Kedah,Padang Terap,assault,robbery_gang_unarmed,2016,4
2049,Kedah,Padang Terap,assault,robbery_gang_unarmed,2017,6
2050,Kedah,Padang Terap,assault,robbery_gang_unarmed,2018,11
2051,Kedah,Padang Terap,assault,robbery_gang_unarmed,2019,4
2052,Kedah,Padang Terap,assault,robbery_gang_unarmed,2020,1
2053,Kedah,Padang Terap,assault,robbery_gang_unarmed,2021,3
2054,Kedah,Padang Terap,assault,robbery_gang_unarmed,2022,6
2055,Kedah,Padang Terap,assault,robbery_gang_unarmed,2023,1
2056,Kedah,Padang Terap,assault,robbery_solo_armed,2016,0
2057,Kedah,Padang Terap,assault,robbery_solo_armed,2017,0
2058,Kedah,Padang Terap,assault,robbery_solo_armed,2018,0
2059,Kedah,Padang Terap,assault,robbery_solo_armed,2019,0
2060,Kedah,Padang Terap,assault,robbery_solo_armed,2020,0
2061,Kedah,Padang Terap,assault,robbery_solo_armed,2021,0
2062,Kedah,Padang Terap,assault,robbery_solo_armed,2022,0
2063,Kedah,Padang Terap,assault,robbery_solo_armed,2023,0
2064,Kedah,Padang Terap,assault,robbery_solo_unarmed,2016,2
2065,Kedah,Padang Terap,assault,robbery_solo_unarmed,2017,0
2066,Kedah,Padang Terap,assault,robbery_solo_unarmed,2018,3
2067,Kedah,Padang Terap,assault,robbery_solo_unarmed,2019,0
2068,Kedah,Padang Terap,assault,robbery_solo_unarmed,2020,0
2069,Kedah,Padang Terap,assault,robbery_solo_unarmed,2021,3
2070,Kedah,Padang Terap,assault,robbery_solo_unarmed,2022,1
2071,Kedah,Padang Terap,assault,robbery_solo_unarmed,2023,3
2072,Kedah,Padang Terap,property,break_in,2016,10
2073,Kedah,Padang Terap,property,break_in,2017,26
2074,Kedah,Padang Terap,property,break_in,2018,10
2075,Kedah,Padang Terap,property,break_in,2019,23
2076,Kedah,Padang Terap,property,break_in,2020,16
2077,Kedah,Padang Terap,property,break_in,2021,11
